pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_insol,pl_eqt,rowupdate,pl_pubdate,releasedate
Kepler-1351 b,0.91614230,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1352 b,1.87787854,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1353 b,24.75438490,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1354 b,76.61394460,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1355 b,1.28959018,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1356 b,0.63400300,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1357 b,3.00912491,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1358 b,7.06321927,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1359 b,59.49690090,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-136 b,11.57890926,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-136 c,16.39926461,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1360 b,40.52898850,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1361 b,3.57551429,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1362 b,136.20511200,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1363 b,2.94194296,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1364 b,13.32191461,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1365 b,7.69994466,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1365 c,4.77466043,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1366 b,2.16457059,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1367 b,1.57409032,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1368 b,0.67565040,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1369 b,25.87309140,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-137 b,8.43639829,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-137 c,18.73577127,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1370 b,20.26420230,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1370 c,7.44136102,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1371 b,3.44621250,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1371 c,2.00541429,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1372 b,1.31155891,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1373 b,1.29123308,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1374 b,10.65275054,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1375 b,3.30040818,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1376 b,5.30873978,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1377 b,0.74092636,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1378 b,11.95401876,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1379 b,0.88184263,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-138 b,10.31282204,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-138 c,13.78109471,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-138 d,23.08902241,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1380 b,10.31082320,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1381 b,25.38417500,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1382 b,16.35834820,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1383 b,13.90935440,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1384 b,15.36260520,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1385 b,2.88878583,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1386 b,6.73968289,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1387 b,2.27952336,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1388 b,12.28547180,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1388 c,5.53609368,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1388 d,20.95699850,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1388 e,37.63338680,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1389 b,99.25323360,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-139 b,15.77111067,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-139 c,157.06599760,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-139 d,7.30570633,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1390 b,6.48021380,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1391 b,54.40996120,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1392 b,15.14089160,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1393 b,2.44358543,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1394 b,3.93766786,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1395 b,3.78475070,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1396 b,18.22060240,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1397 b,47.44971340,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1398 b,2.78817930,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1398 c,4.13827684,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1399 b,1.63865252,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-14 b,6.79012080,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-140 b,3.25427774,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-140 c,91.35148160,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1400 b,9.06687613,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1401 b,11.20058855,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1402 b,2.03387483,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1403 b,5.19492747,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1404 b,15.93144120,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1405 b,28.22741300,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1406 b,11.62904159,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1407 b,20.07087570,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1408 b,2.99792926,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1409 b,0.76486352,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-141 b,3.10762684,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-141 c,7.01063240,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1410 b,60.86609740,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1411 b,86.11608850,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1412 b,3.61460332,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1413 b,13.18293290,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1414 b,3.51575492,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1415 b,0.63642485,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1416 b,1.49515130,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1417 b,20.35047040,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1418 b,22.47659520,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1419 b,42.52170060,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-142 b,2.02414357,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-142 c,4.76170590,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-142 d,41.80850310,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1420 b,6.69958851,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1421 b,6.91317320,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1422 b,18.60520460,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1423 b,23.95539860,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1424 b,29.60990550,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1425 b,14.45403290,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1426 b,14.25632720,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1427 b,0.96898078,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1428 b,10.67615920,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1429 b,4.48494315,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-143 b,16.00747237,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-143 c,27.08239734,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1430 b,2.46050095,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1431 b,5.86601270,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1432 b,23.91070560,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1433 b,4.13592927,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1434 b,8.05337912,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1435 b,4.45342418,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1436 b,9.70569300,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1437 b,10.92948150,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1438 b,2.31941571,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1439 b,8.07394097,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-144 b,5.88527364,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-144 c,10.10463142,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1440 b,39.85950500,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1441 b,39.44207810,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1442 b,81.41601380,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1443 b,2.41810158,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1444 b,33.42030010,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1445 b,10.60052083,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1446 b,0.68996787,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1447 b,56.67466660,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1448 b,12.27057043,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1449 b,13.22747530,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-145 b,22.95062278,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-145 c,42.88247951,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1450 b,54.50915490,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1451 b,35.62255280,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1452 b,42.91366350,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1453 b,47.16079320,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1454 b,47.03204780,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1455 b,49.27684480,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1456 b,18.13737880,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1457 b,51.11047970,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1458 b,47.98691190,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1459 b,62.86946300,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-146 b,31.15882490,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-146 c,76.73245560,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1460 b,29.96328160,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1461 b,29.34938520,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1462 b,65.64910010,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1463 b,25.15933890,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1464 b,31.77875640,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1464 c,5.32784157,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1465 b,31.82764900,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1466 b,31.17483110,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1467 b,47.05684760,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1468 b,8.23983041,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1468 c,3.54553077,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1468 d,19.59061030,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1469 b,21.86346380,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-147 b,12.61196850,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-147 c,33.41605530,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1470 b,16.29512590,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1471 b,3.63898953,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1471 c,11.60448810,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1472 b,38.13033240,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1473 b,14.42735088,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1474 b,36.43378670,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1475 b,82.17519700,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1476 b,10.35857039,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1477 b,11.55532445,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1478 b,26.08412120,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1479 b,14.53260546,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-148 b,1.72936708,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-148 c,4.18004808,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-148 d,51.84688984,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1480 b,22.12708850,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1481 b,5.94228603,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1482 b,12.25384348,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1483 b,9.50848710,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1484 b,30.45444180,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1485 b,19.91588630,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1486 b,54.64936790,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1487 b,7.31945294,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1487 c,35.80071120,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1488 b,39.81883200,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1488 c,6.15828666,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1489 b,82.29286500,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-149 b,29.19899219,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-149 c,55.32913990,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-149 d,160.01915980,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1490 b,92.43697800,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1491 b,16.58603290,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1491 c,61.56976500,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1492 b,16.75250770,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1493 b,15.02197840,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1494 b,91.07862400,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1495 b,85.27245900,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1496 b,64.65891660,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1497 b,8.74192361,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1498 b,48.05068780,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1499 b,44.20184020,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-15 b,4.94278342,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-150 b,3.42806306,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-150 c,7.38198021,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-150 d,12.56096618,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-150 e,30.82610430,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1500 b,15.03306230,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1501 b,14.55656180,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1502 b,41.70840630,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1503 b,96.16956900,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1504 b,82.30391400,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1505 b,30.86097830,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1506 b,14.03287750,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1507 b,16.05054640,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1508 b,20.70571530,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1509 b,25.43378640,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-151 b,15.22895514,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-151 c,24.67458244,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1510 b,84.70413900,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1511 b,23.23855870,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1512 b,20.35971899,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1513 b,160.88451966,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1514 b,217.83184293,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1514 c,10.51421162,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1515 b,214.31204390,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1516 b,7.25932260,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1517 b,5.54608309,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1518 b,5.11175470,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1518 c,9.63102580,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1519 b,240.79904720,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-152 b,18.20795835,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-152 c,88.25537290,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1520 b,0.65355361,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1521 b,47.14843240,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1522 b,1.84789274,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1523 b,0.93875022,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1524 b,70.96720870,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1525 b,2.41660149,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1526 b,3.90863457,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1527 b,160.13089900,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1528 b,1.79110997,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1529 b,5.33905606,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-153 b,18.87022157,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-153 c,46.90264310,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1530 b,2.59039580,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1530 c,5.32353350,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1530 d,9.20756340,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1531 b,1.13854821,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1532 b,1.09366585,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1533 b,308.54442200,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1534 b,5.71668787,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1535 b,138.94402200,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1536 b,364.75156200,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1537 b,1.44445234,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1538 b,175.13892000,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1539 b,133.30324700,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-154 b,33.04055090,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-154 c,62.30268770,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-154 d,20.54981840,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-154 e,3.93276627,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-154 f,9.91937693,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1540 b,125.41323020,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1541 b,8.40693068,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1542 b,3.95116635,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1542 c,2.89223998,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1542 d,5.99273265,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1542 e,5.10110666,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1543 b,6.96704926,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1544 b,168.81133000,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1545 b,163.69233600,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1546 b,19.59731700,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1547 b,0.69297846,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1548 b,124.82779700,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1549 b,214.88145600,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-155 b,5.93119656,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-155 c,52.66152660,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1550 b,225.58524500,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1551 b,24.49726830,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1552 b,184.77271000,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1553 b,4.24263096,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1554 b,198.08887300,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1555 b,8.10503551,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1556 b,8.82715783,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1557 b,3.74031708,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1558 b,3.50472344,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1559 b,0.97191596,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-156 b,4.97345525,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-156 c,15.90688891,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1560 b,3.03196812,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1561 b,1.00520589,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1562 b,64.27290880,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1563 b,3.43273710,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1564 b,18.05414690,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1565 b,1.53818532,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1566 b,0.53991503,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1567 b,153.97936200,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1568 b,20.92540830,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1569 b,5.79179934,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-157 b,1.73234640,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-157 c,13.54057461,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-157 d,7.02574090,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1570 b,26.54872940,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1571 b,3.38557445,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1572 b,5.49548533,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1573 b,2.61576515,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1574 b,6.94245216,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1575 b,2.55315031,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1576 b,6.98472143,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1577 b,6.30558387,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1578 b,1.45088984,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1579 b,0.84990673,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-158 b,16.70920628,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-158 c,28.55158187,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1580 b,56.64445200,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1581 b,6.28384079,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1582 b,4.83809469,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1583 b,9.32819120,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1584 b,13.39975550,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1585 b,3.58273837,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1586 b,15.60484100,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1587 b,9.40613640,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1588 b,7.84931877,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1589 b,0.99165965,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-159 b,10.13958818,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-159 c,43.58594190,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1590 b,7.61758198,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1591 b,8.18504859,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1592 b,3.05709820,,,,,,,2018-09-25,2018-08-16,2018-09-25
Kepler-1593 b,174.51027600,,,,,,,2018-09-25,2018-08-16,2018-09-25
